time,G(i),H_sun,T2m,WS10m,Int
20050127:0111,0,0,-2.11,0.41,0
20050127:0211,0,0,-2.31,0.62,0
20050127:0311,0,0,-2.11,1.03,0
20050127:0411,0,0,-2.1,1.1,0
20050127:0511,0,0,-2.05,1.31,0
20050127:0611,0,0,-2.01,1.45,0
20050127:0711,0,0,-1.84,1.66,0
20050127:0811,6.38,5.85,-1.69,1.93,0
20050127:0911,12.75,11.87,-1.49,1.59,0
20050127:1011,29.15,16.14,-1.17,1.17,0
20050127:1111,30.06,18.31,-0.75,0.76,0
20050127:1211,51.01,18.16,-0.36,0.14,0
20050127:1311,25.5,15.71,0,0.55,0
20050127:1411,51.01,11.2,0.09,0.9,0
20050127:1511,74.91,4.99,-0.09,1.03,0
20050127:1611,0,0,-0.64,1.03,0
20050127:1711,0,0,-0.9,0.9,0
20050127:1811,0,0,-1.22,0.76,0
20050127:1911,0,0,-1.55,0.62,0
20050127:2011,0,0,-1.77,0.34,0
20050127:2111,0,0,-2.05,0.48,0
20050127:2211,0,0,-2.02,0.62,0
20050127:2311,0,0,-2,0.76,0
20050128:0011,0,0,-2.11,1.17,0
20050128:0111,0,0,-2.03,1.38,0
20050128:0211,0,0,-2,1.24,0
20050128:0311,0,0,-2,1.03,0
20050128:0411,0,0,-2.09,0.9,0
20050128:0511,0,0,-2.61,0.76,0
20050128:0611,0,0,-2.7,0.69,0
20050128:0711,0,0,-2.01,0.41,0
20050128:0811,14.57,6.06,-1.84,0.48,0
20050128:0911,35.52,12.09,-1.4,0.55,0
20050128:1011,21.86,16.38,-1,0.83,0
20050128:1111,51.01,18.57,-0.25,1.31,0
20050128:1211,40.08,18.43,0.54,1.45,0
20050128:1311,29.15,15.98,1.03,1.52,0
20050128:1411,19.13,11.46,0.83,1.24,0
20050128:1511,7.29,5.25,0.49,0.9,0
20050128:1611,0,0,-0.05,1.1,0
20050128:1711,0,0,-0.57,1.24,0
20050128:1811,0,0,-1.02,1.31,0
20050128:1911,0,0,-1.48,1.38,0
20050128:2011,0,0,-2.25,1.38,0
20050128:2111,0,0,-3.38,1.45,0
20050128:2211,0,0,-3.81,1.31,0
20050128:2311,0,0,-3.73,1.1,0
20050129:0011,0,0,-3.81,1.1,0
20050129:0111,0,0,-4.09,1.17,0
20050129:0211,0,0,-4.11,1.1,0
20050129:0311,0,0,-3.98,0.97,0
20050129:0411,0,0,-3.58,0.83,0
20050129:0511,0,0,-3.34,0.62,0
20050129:0611,0,0,-3.89,0.9,0
20050129:0711,0,0,-4.74,0.62,0
20050129:0811,7.29,6.27,-4.69,0.69,0
20050129:0911,40.99,12.32,-4.43,0.9,0
20050129:1011,27.32,16.63,-3.49,1.03,0
20050129:1111,40.08,18.83,-2.33,1.24,0
20050129:1211,48.27,18.7,-1.27,1.59,0
20050129:1311,42.81,16.25,-0.35,2.07,0
20050129:1411,46.45,11.72,-0.13,2.21,0
20050129:1511,7.29,5.5,-0.35,1.66,0
20050129:1611,0,0,-1.02,1.66,0
20050129:1711,0,0,-1.48,1.79,0
20050129:1811,0,0,-1.56,1.93,0
20050129:1911,0,0,-1.37,2.14,0
20050129:2011,0,0,-1.18,2.28,0
20050129:2111,0,0,-0.99,2.48,0
20050129:2211,0,0,-0.72,2.62,0
20050129:2311,0,0,-0.5,2.62,0
20050130:0011,0,0,-0.29,2.55,0
20050130:0111,0,0,-0.12,2.55,0
20050130:0211,0,0,0.18,2.55,0
20050130:0311,0,0,0.45,2.62,0
20050130:0411,0,0,0.8,2.55,0
20050130:0511,0,0,1.18,2.28,0
20050130:0611,0,0,1.63,2.21,0
20050130:0711,0,0,1.84,2.34,0
20050130:0811,47.7,6.49,2.41,2.41,0
20050130:0911,38.25,12.56,3.06,2.48,0
20050130:1011,26.41,16.88,3.82,2.62,0
20050130:1111,101.39,19.1,4.62,2.76,0
20050130:1211,97.77,18.97,4.88,2.97,0
20050130:1311,36.43,16.52,4.93,3.24,0
20050130:1411,25.5,11.99,4.98,3.38,0
20050130:1511,162.02,5.76,4.82,3.38,0
20050130:1611,0,0,4.46,3.45,0
20050130:1711,0,0,4.17,3.45,0
20050130:1811,0,0,3.99,3.31,0
20050130:1911,0,0,4.18,3.38,0
20050130:2011,0,0,3.85,3.38,0
20050130:2111,0,0,4.03,3.45,0
20050130:2211,0,0,4.03,3.59,0
20050130:2311,0,0,4.03,3.79,0
20050131:0011,0,0,4.11,4,0
20050131:0111,0,0,4.15,4.28,0
20050131:0211,0,0,4.17,4.48,0
20050131:0311,0,0,4.24,4.55,0
20050131:0411,0,0,4.43,4.48,0
20050131:0511,0,0,4.63,4.41,0
20050131:0611,0,0,4.84,4.48,0
20050131:0711,0,0,4.94,4.69,0
20050131:0811,3.64,6.71,5.04,5.03,0
20050131:0911,28.24,12.8,5.15,5.38,0
20050131:1011,20.04,17.14,5.29,5.52,0
20050131:1111,38.25,19.37,5.62,5.38,0
20050131:1211,25.5,19.25,6.02,5.24,0
20050131:1311,31.88,16.8,6.29,5.31,0
20050131:1411,24.59,12.26,6.26,5.66,0
20050131:1511,8.2,6.03,5.8,5.72,0
20050131:1611,0,0,5.06,5.17,0
20050131:1711,0,0,4.34,4.55,0
20050131:1811,0,0,3.75,4.48,0
20050131:1911,0,0,3.14,4.28,0
20050131:2011,0,0,2.7,4.14,0
20050131:2111,0,0,2.36,4.28,0
20050131:2211,0,0,2.26,4.07,0
20050131:2311,0,0,2.35,4.34,0
20050201:0011,0,0,2.31,4.55,0
20050201:0111,0,0,2.18,4.62,0
20050201:0211,0,0,2.16,4.83,0
20050201:0311,0,0,2.12,4.62,0
20050201:0411,0,0,1.8,4.41,0
20050201:0511,0,0,1.83,4.21,0
20050201:0611,0,0,1.69,3.93,0
20050201:0711,0,0,0.63,3.17,0
20050201:0811,152.06,6.94,0.72,2.97,0
20050201:0911,419.87,13.05,2.07,3.38,0
20050201:1011,625.37,17.41,3.63,2.9,0
20050201:1111,200.8,19.65,4.9,5.1,0
20050201:1211,202.44,19.54,5.45,4.69,0
20050201:1311,41.9,17.08,5.75,4.83,0
20050201:1411,22.77,12.54,5.72,4.55,0
20050201:1511,132.16,6.29,5.05,3.72,0
20050201:1611,0,0,3.98,3.59,0
20050201:1711,0,0,3.11,3.45,0
20050201:1811,0,0,2.56,3.31,0
20050201:1911,0,0,2,2.9,0
20050201:2011,0,0,1.78,2.83,0
20050201:2111,0,0,1.83,2.76,0
20050201:2211,0,0,1.69,2.83,0
20050201:2311,0,0,2.11,2.97,0
20050202:0011,0,0,1.9,3.03,0
20050202:0111,0,0,2.03,3.1,0
20050202:0211,0,0,2.56,3.17,0
20050202:0311,0,0,3.23,3.17,0
20050202:0411,0,0,4.02,3.31,0
20050202:0511,0,0,4.72,3.66,0
20050202:0611,0,0,5.32,4.21,0
20050202:0711,0,0,5.23,4.41,0
20050202:0811,169.28,7.18,5.17,4.48,0
20050202:0911,50.09,13.3,5.12,4.28,0
20050202:1011,33.7,17.68,5.34,4.14,0
20050202:1111,48.27,19.93,5.61,4,0
20050202:1211,36.43,19.83,6.03,3.86,0
20050202:1311,37.34,17.37,6.27,4.07,0
20050202:1411,25.5,12.82,6.45,4.55,0
20050202:1511,10.93,6.56,6.39,4.48,0
20050202:1611,0,0,6.04,4.28,0
20050202:1711,0,0,5.77,4.21,0
20050202:1811,0,0,5.7,4.21,0
20050202:1911,0,0,5.64,4.34,0
20050202:2011,0,0,5.71,4.34,0
20050202:2111,0,0,5.61,4.14,0
20050202:2211,0,0,5.44,3.93,0
20050202:2311,0,0,5.45,3.72,0
20050203:0011,0,0,5.41,3.59,0
20050203:0111,0,0,5.38,3.45,0
20050203:0211,0,0,5.29,3.31,0
20050203:0311,0,0,5.09,3.03,0
20050203:0411,0,0,4.79,2.76,0
20050203:0511,0,0,4.52,2.69,0
20050203:0611,0,0,4.44,2.48,0
20050203:0711,0,0,3.42,2.07,0
20050203:0811,34.88,7.42,2.85,1.79,0
20050203:0911,122.11,13.56,3.54,2.14,0
20050203:1011,58.29,17.96,3.95,2,0
20050203:1111,57.38,20.22,4.38,1.52,0
20050203:1211,57.38,20.12,4.85,1.17,0
20050203:1311,45.54,17.66,5.19,1.24,0
20050203:1411,38.25,13.1,5.38,1.38,0
20050203:1511,10.02,6.83,5.26,1.45,0
20050203:1611,0,0,4.96,1.31,0
20050203:1711,0,0,4.71,1.17,0
20050203:1811,0,0,4.57,1.17,0
20050203:1911,0,0,4.22,1.24,0
20050203:2011,0,0,4.02,1.31,0
20050203:2111,0,0,4.01,1.38,0
20050203:2211,0,0,4.09,1.45,0
20050203:2311,0,0,4.13,1.45,0
20050204:0011,0,0,4.2,1.45,0
20050204:0111,0,0,4.15,1.38,0
20050204:0211,0,0,4.18,1.31,0
20050204:0311,0,0,4.06,1.31,0
20050204:0411,0,0,3.99,1.24,0
20050204:0511,0,0,3.62,1.24,0
20050204:0611,0,0,3.23,1.1,0
20050204:0711,0,0,3.63,1.1,0
20050204:0811,65.4,7.66,3.94,1.17,0
20050204:0911,97.63,13.82,4.55,1.17,0
20050204:1011,162.34,18.24,5.24,1.38,0
20050204:1111,97.46,20.52,6.01,1.79,0
20050204:1211,327.42,20.42,6.34,2.21,0
20050204:1311,165.19,17.96,6.6,2.21,0
20050204:1411,80.97,13.39,6.71,2.07,0
20050204:1511,12.75,7.11,6.57,1.72,0
20050204:1611,0,0,5.7,1.59,0
20050204:1711,0,0,4.6,1.79,0
20050204:1811,0,0,4.28,1.86,0
20050204:1911,0,0,3.85,1.93,0
20050204:2011,0,0,3.73,1.86,0
20050204:2111,0,0,3.7,1.86,0
20050204:2211,0,0,3.35,1.93,0
20050204:2311,0,0,2.95,1.93,0
20050205:0011,0,0,3.07,1.93,0
20050205:0111,0,0,3.02,2.14,0
20050205:0211,0,0,2.56,2.34,0
20050205:0311,0,0,1.89,2.34,0
20050205:0411,0,0,1.18,2.28,0
20050205:0511,0,0,0.46,2.28,0
20050205:0611,0,0,-0.27,2.28,0
20050205:0711,0,0,0.14,2.34,0
20050205:0811,203.99,7.92,0.18,2.41,0
20050205:0911,482.89,14.09,1.25,2.48,0
20050205:1011,646.85,18.52,2.33,3.1,0
20050205:1111,755.18,20.81,3.38,3.45,0
20050205:1211,776.7,20.72,4.12,3.72,0
20050205:1311,725.95,18.26,4.36,3.86,0
20050205:1411,615.01,13.68,4.44,3.79,0
20050205:1511,425.85,7.38,4.02,3.24,0
20050205:1611,0,0,3.04,3.17,0
20050205:1711,0,0,2.07,3.31,0
20050205:1811,0,0,1.36,3.31,0
20050205:1911,0,0,0.82,3.31,0
20050205:2011,0,0,0.28,3.17,0
20050205:2111,0,0,-0.16,3.03,0
20050205:2211,0,0,-0.5,2.9,0
20050205:2311,0,0,-0.78,2.83,0
20050206:0011,0,0,-0.95,2.76,0
20050206:0111,0,0,-1.11,2.69,0
20050206:0211,0,0,-1.27,2.62,0
20050206:0311,0,0,-1.48,2.62,0
20050206:0411,0,0,-1.59,2.55,0
20050206:0511,0,0,-1.91,2.55,0
20050206:0611,0,0,-2.18,2.48,0
20050206:0711,0,0,-2.87,2.62,0
20050206:0811,157.33,8.17,-2.65,2.55,0
20050206:0911,425.7,14.37,-1.63,2.62,0
20050206:1011,625.46,18.82,-0.43,2.83,0
20050206:1111,735.34,21.12,0.63,2.76,0
20050206:1211,797.83,21.03,1.45,2.69,0
20050206:1311,746.61,18.56,1.95,2.76,0
20050206:1411,640.2,13.97,2.06,2.83,0
20050206:1511,453.53,7.66,1.52,2.41,0
20050206:1611,0,0,0.14,2.48,0
20050206:1711,0,0,-0.91,2.62,0
20050206:1811,0,0,-1.42,2.69,0
20050206:1911,0,0,-1.56,2.69,0
20050206:2011,0,0,-1.84,2.48,0
20050206:2111,0,0,-2.15,2.34,0
20050206:2211,0,0,-2.47,2.21,0
20050206:2311,0,0,-2.73,2.21,0
20050207:0011,0,0,-2.99,2.14,0
20050207:0111,0,0,-3.23,2.14,0
20050207:0211,0,0,-3.45,2.07,0
20050207:0311,0,0,-3.65,2.07,0
20050207:0411,0,0,-3.77,2.07,0
20050207:0511,0,0,-3.82,2.14,0
20050207:0611,0,0,-3.82,2.21,0
20050207:0711,0,0,-3.88,2.34,0
20050207:0811,179.93,8.44,-3.32,2.41,0
20050207:0911,447.09,14.65,-2,2.69,0
20050207:1011,603.78,19.11,-0.47,2.69,0
20050207:1111,794.9,21.43,0.88,2.55,0
20050207:1211,779.46,21.34,1.9,2.62,0
20050207:1311,767.19,18.87,2.46,2.69,0
20050207:1411,664.71,14.26,2.46,2.76,0
20050207:1511,487.02,7.95,1.68,2.41,0
20050207:1611,11.84,0.36,0.03,2.62,0
20050207:1711,0,0,-1.21,2.76,0
20050207:1811,0,0,-1.8,2.83,0
20050207:1911,0,0,-2.03,2.9,0
20050207:2011,0,0,-2.3,2.69,0
20050207:2111,0,0,-2.61,2.48,0
20050207:2211,0,0,-2.95,2.34,0
20050207:2311,0,0,-3.24,2.28,0
20050208:0011,0,0,-3.51,2.21,0
20050208:0111,0,0,-3.78,2.14,0
20050208:0211,0,0,-4.09,2,0
20050208:0311,0,0,-4.44,1.86,0
20050208:0411,0,0,-4.8,1.79,0
20050208:0511,0,0,-5.05,1.72,0
20050208:0611,0,0,-5.14,1.72,0
20050208:0711,0,0,-5.39,1.79,0
20050208:0811,197.41,8.7,-4.53,1.52,0
20050208:0911,463.1,14.93,-1.75,1.31,0
20050208:1011,665.43,19.41,0.2,1.31,0
20050208:1111,816.17,21.74,1.76,1.24,0
20050208:1211,841.15,21.66,2.85,1.03,0
20050208:1311,828.81,19.17,3.47,0.9,0
20050208:1411,690.37,14.56,3.62,0.76,0
20050208:1511,445.82,8.23,3.25,1.1,0
20050208:1611,14.57,0.63,1.96,2,0
20050208:1711,0,0,-0.07,2.07,0
20050208:1811,0,0,-1.35,1.86,0
20050208:1911,0,0,-2.15,1.72,0
20050208:2011,0,0,-2.99,1.72,0
20050208:2111,0,0,-3.36,1.66,0
20050208:2211,0,0,-3.44,1.59,0
20050208:2311,0,0,-3.5,1.52,0
20050209:0011,0,0,-3.64,1.52,0
20050209:0111,0,0,-3.83,1.59,0
20050209:0211,0,0,-4.11,1.72,0
20050209:0311,0,0,-4.28,1.79,0
20050209:0411,0,0,-4.28,1.93,0
20050209:0511,0,0,-4.2,2,0
20050209:0611,0,0,-4.01,2.07,0
20050209:0711,0,0,-3.33,2.07,0
20050209:0811,33.6,8.98,-2.02,1.93,0
20050209:0911,91.26,15.22,-0.01,1.86,0
20050209:1011,112.17,19.72,1.53,1.93,0
20050209:1111,63.76,22.06,2.59,1.93,0
20050209:1211,134.01,21.98,4.17,3.38,0
20050209:1311,721.9,19.49,4.79,3.38,0
20050209:1411,158.82,14.86,5.05,2.28,0
20050209:1511,15.48,8.52,4.98,2.41,0
20050209:1611,13.66,0.91,3.99,2.69,0
20050209:1711,0,0,3.55,3.1,0
20050209:1811,0,0,3.74,3.45,0
20050209:1911,0,0,4.13,3.66,0
20050209:2011,0,0,4.48,3.86,0
20050209:2111,0,0,4.78,4.07,0
20050209:2211,0,0,5.06,4.21,0
20050209:2311,0,0,5.3,4.34,0
20050210:0011,0,0,5.44,4.34,0
20050210:0111,0,0,5.51,4.41,0
20050210:0211,0,0,5.52,4.62,0
20050210:0311,0,0,5.44,4.76,0
20050210:0411,0,0,5.45,4.97,0
20050210:0511,0,0,5.5,5.17,0
20050210:0611,0,0,5.62,5.31,0
20050210:0711,0,0,6.09,5.52,0
20050210:0811,12.75,9.25,6.19,5.72,0
20050210:0911,32.79,15.52,6.29,5.86,0
20050210:1011,38.25,20.03,6.42,6.07,0
20050210:1111,38.25,22.38,6.67,6.07,0
20050210:1211,80.15,22.3,6.87,5.93,0
20050210:1311,190.79,19.8,7.09,5.66,0
20050210:1411,25.5,15.16,7.27,5.31,0
20050210:1511,34.61,8.8,7.41,4.9,0
20050210:1611,6.38,1.18,7.47,4.28,0
20050210:1711,0,0,7.36,3.79,0
20050210:1811,0,0,7.18,3.79,0
20050210:1911,0,0,6.65,3.59,0
20050210:2011,0,0,5.7,3.52,0
20050210:2111,0,0,4.47,3.52,0
20050210:2211,0,0,3.51,3.31,0
20050210:2311,0,0,2.88,3.24,0
20050211:0011,0,0,2.52,3.1,0
20050211:0111,0,0,2.48,3.03,0
20050211:0211,0,0,2.39,2.9,0
20050211:0311,0,0,2.36,2.76,0
20050211:0411,0,0,2.27,2.69,0
20050211:0511,0,0,2.19,2.62,0
20050211:0611,0,0,2.01,2.48,0
20050211:0711,0,0,1.94,2.28,0
20050211:0811,92.2,9.54,1.96,2,0
20050211:0911,76.64,15.82,3.48,1.86,0
20050211:1011,71.04,20.35,5,2.34,0
20050211:1111,59.2,22.7,6,1.93,0
20050211:1211,60.11,22.63,6.67,1.93,0
20050211:1311,153.3,20.12,7.15,2,0
20050211:1411,51.01,15.47,7.13,1.72,0
20050211:1511,33.7,9.09,6.82,1.03,0
20050211:1611,16.39,1.46,6.08,0.97,0
20050211:1711,0,0,5.02,0.76,0
20050211:1811,0,0,3.94,1.03,0
20050211:1911,0,0,3.26,1.45,0
20050211:2011,0,0,3.08,1.38,0
20050211:2111,0,0,2.89,1.45,0
20050211:2211,0,0,2.67,1.59,0
20050211:2311,0,0,2.66,1.66,0
20050212:0011,0,0,2.75,1.72,0
20050212:0111,0,0,2.62,1.93,0
20050212:0211,0,0,2.63,2.28,0
20050212:0311,0,0,2.66,2.41,0
20050212:0411,0,0,2.7,2.55,0
20050212:0511,0,0,2.9,2.9,0
20050212:0611,0,0,3.22,3.31,0
20050212:0711,0,0,3.49,3.86,0
20050212:0811,12.75,9.82,4.7,3.79,0
20050212:0911,28.24,16.12,6.69,4.14,0
20050212:1011,42.81,20.67,8.38,5.45,0
20050212:1111,45.54,23.03,9.31,6.48,0
20050212:1211,46.45,22.96,9.81,7.38,0
20050212:1311,28.24,20.44,9.93,9.1,0
20050212:1411,21.86,15.78,9.54,8.62,0
20050212:1511,13.66,9.39,8.55,9.17,0
20050212:1611,6.38,1.73,6.84,9.24,0
20050212:1711,0,0,5.62,9.1,0
20050212:1811,0,0,4.95,8.97,0
20050212:1911,0,0,3.99,8.62,0
20050212:2011,0,0,3.42,7.93,0
20050212:2111,0,0,3.12,7.66,0
20050212:2211,0,0,2.96,6.76,0
20050212:2311,0,0,2.94,6.55,0
20050213:0011,0,0,2.94,6.41,0
20050213:0111,0,0,3,6.14,0
20050213:0211,0,0,2.96,6,0
20050213:0311,0,0,2.66,5.59,0
20050213:0411,0,0,2.64,6,0
20050213:0511,0,0,2.71,6.69,0
20050213:0611,0,0,2.58,6.97,0
20050213:0711,0,0,2.08,6.69,0
20050213:0811,26.41,10.12,2.18,6.48,0
20050213:0911,302.33,16.43,2.48,6.14,0
20050213:1011,38.25,20.99,2.89,6.21,0
20050213:1111,115.51,23.37,3.31,5.38,0
20050213:1211,95.64,23.29,3.54,4.28,0
20050213:1311,98.37,20.77,2.57,4.21,0
20050213:1411,65.58,16.09,2.3,4.07,0
20050213:1511,100.15,9.68,2.1,5.1,0
20050213:1611,16.39,2.01,1.69,5.03,0
20050213:1711,0,0,1.14,5.03,0
20050213:1811,0,0,0.97,4.83,0
20050213:1911,0,0,1,4.97,0
20050213:2011,0,0,1.05,5.17,0
20050213:2111,0,0,1.14,5.31,0
20050213:2211,0,0,1.41,5.24,0
20050213:2311,0,0,1.46,4.9,0
20050214:0011,0,0,1.29,4.55,0
20050214:0111,0,0,1.15,4.28,0
20050214:0211,0,0,1.11,4.28,0
20050214:0311,0,0,1,4.34,0
20050214:0411,0,0,0.99,4.28,0
20050214:0511,0,0,1,4.14,0
20050214:0611,0,0,0.61,3.79,0
20050214:0711,0,0,0.46,3.66,0
20050214:0811,42.32,10.41,0.88,3.45,0
20050214:0911,130.43,16.75,1.89,2.9,0
20050214:1011,421.36,21.32,3.01,4.69,0
20050214:1111,737.03,23.7,3.59,4.55,0
20050214:1211,650.98,23.63,3.78,3.86,0
20050214:1311,790.38,21.1,4,3.86,0
20050214:1411,422.54,16.4,3.86,3.93,0
20050214:1511,38.25,9.98,3.27,3.93,0
20050214:1611,198.47,2.29,2.25,4.07,0
20050214:1711,0,0,1.08,3.86,0
20050214:1811,0,0,0.38,3.72,0
20050214:1911,0,0,-0.36,3.31,0
20050214:2011,0,0,-0.75,3.17,0
20050214:2111,0,0,-1.05,3.03,0
20050214:2211,0,0,-1.23,2.9,0
20050214:2311,0,0,-0.74,2.97,0
20050215:0011,0,0,-0.32,3.1,0
20050215:0111,0,0,-0.07,3.31,0
20050215:0211,0,0,0.09,3.52,0
20050215:0311,0,0,-0.05,3.72,0
20050215:0411,0,0,0.09,4.07,0
20050215:0511,0,0,0.46,4.34,0
20050215:0611,0,0,0.59,4.41,0
20050215:0711,0,0,0.81,4.21,0
20050215:0811,19.13,10.71,0.95,3.72,0
20050215:0911,80.11,17.06,1.11,4.55,0
20050215:1011,102.73,21.65,1.6,4.48,0
20050215:1111,31.88,24.05,2,4.48,0
20050215:1211,58.29,23.97,1.73,4.83,0
20050215:1311,86.53,21.43,1.12,5.17,0
20050215:1411,55.56,16.71,0.44,4.62,0
20050215:1511,65.61,10.27,0.28,4.34,0
20050215:1611,30.03,2.58,0.12,4,0
20050215:1711,0,0,-0.16,3.79,0
20050215:1811,0,0,-0.5,3.72,0
20050215:1911,0,0,-1.09,3.52,0
20050215:2011,0,0,-1.52,3.38,0
20050215:2111,0,0,-1.77,3.31,0
20050215:2211,0,0,-1.87,3.38,0
20050215:2311,0,0,-1.42,3.52,0
20050216:0011,0,0,-1.15,3.45,0
20050216:0111,0,0,-1.16,3.45,0
20050216:0211,0,0,-1.11,3.45,0
20050216:0311,0,0,-1.17,3.38,0
20050216:0411,0,0,-1.19,3.38,0
20050216:0511,0,0,-1.2,3.1,0
20050216:0611,0,0,-1.27,3.17,0
20050216:0711,0,0,-1.4,3.45,0
20050216:0811,53.47,11.02,-1.25,3.72,0
20050216:0911,428.78,17.39,-0.87,4.48,0
20050216:1011,192.36,21.99,-0.21,4.14,0
20050216:1111,300.24,24.39,0.59,3.86,0
20050216:1211,81.97,24.31,0.93,3.93,0
20050216:1311,68.31,21.76,1.02,4,0
20050216:1411,116.32,17.03,0.79,3.79,0
20050216:1511,87.54,10.57,0.54,3.45,0
20050216:1611,41.52,2.86,0.06,3.03,0
20050216:1711,0,0,-0.25,2.9,0
20050216:1811,0,0,-0.53,2.83,0
20050216:1911,0,0,-1.25,2.48,0
20050216:2011,0,0,-1.26,2.28,0
20050216:2111,0,0,-1.33,2.21,0
20050216:2211,0,0,-1.41,2.14,0
20050216:2311,0,0,-1.46,2.21,0
20050217:0011,0,0,-1.48,2.14,0
20050217:0111,0,0,-1.56,1.93,0
20050217:0211,0,0,-1.66,1.72,0
20050217:0311,0,0,-1.82,1.72,0
20050217:0411,0,0,-1.79,2,0
20050217:0511,0,0,-2.05,1.72,0
20050217:0611,0,0,-2.44,1.38,0
20050217:0711,0,0,-2.14,1.38,0
20050217:0811,37.34,11.33,-1.68,1.1,0
20050217:0911,51.92,17.71,-1.24,1.45,0
20050217:1011,109.97,22.33,-0.9,1.72,0
20050217:1111,232.78,24.74,-0.63,1.72,0
20050217:1211,46.45,24.66,-0.49,1.66,0
20050217:1311,40.99,22.1,-0.31,1.72,0
20050217:1411,35.52,17.35,-0.13,1.93,0
20050217:1511,25.5,10.87,-0.22,2,0
20050217:1611,19.13,3.14,-0.43,1.79,0
20050217:1711,0,0,-0.94,1.38,0
20050217:1811,0,0,-1.89,1.24,0
20050217:1911,0,0,-2.48,1.17,0
20050217:2011,0,0,-2.56,1.1,0
20050217:2111,0,0,-2.57,0.97,0
20050217:2211,0,0,-1.72,0.62,0
20050217:2311,0,0,-1.86,0.21,0
20050218:0011,0,0,-1.86,0.41,0
20050218:0111,0,0,-2.3,0.76,0
20050218:0211,0,0,-2.82,0.97,0
20050218:0311,0,0,-3.21,1.24,0
20050218:0411,0,0,-2.18,1.45,0
20050218:0511,0,0,-1.68,1.66,0
20050218:0611,0,0,-1.45,1.72,0
20050218:0711,0,0,-1,1.72,0
20050218:0811,46.59,11.65,-0.51,2,0
20050218:0911,120.54,18.04,0.32,2.62,0
20050218:1011,82.88,22.68,1.2,3.1,0
20050218:1111,227.83,25.09,1.92,3.45,0
20050218:1211,37.34,25.01,2.26,3.72,0
20050218:1311,30.97,22.43,2.33,3.93,0
20050218:1411,29.15,17.67,2.23,3.93,0
20050218:1511,15.48,11.17,1.86,4.14,0
20050218:1611,11.84,3.43,1.48,4.34,0
20050218:1711,0,0,1.11,4.41,0
20050218:1811,0,0,0.84,4.55,0
20050218:1911,0,0,-0.23,4.62,0
20050218:2011,0,0,-0.4,4.48,0
20050218:2111,0,0,-0.34,4.14,0
20050218:2211,0,0,-0.17,3.59,0
20050218:2311,0,0,0.07,2.97,0
20050219:0011,0,0,0.16,2.41,0
20050219:0111,0,0,0.09,2.21,0
20050219:0211,0,0,-0.21,2.14,0
20050219:0311,0,0,-0.23,2.21,0
20050219:0411,0,0,-0.07,2.21,0
20050219:0511,0,0,0.25,2.21,0
20050219:0611,0,0,0.08,2.28,0
20050219:0711,0,0,-0.36,2.28,0
20050219:0811,36.43,11.96,0.2,2.07,0
20050219:0911,118.55,18.38,1.5,2.69,0
20050219:1011,98.37,23.02,2.68,3.1,0
20050219:1111,63.76,25.45,3.68,2.76,0
20050219:1211,79.24,25.36,4.31,2.69,0
20050219:1311,248.61,22.77,4.7,2.48,0
20050219:1411,54.65,17.99,4.79,2.28,0
20050219:1511,324.4,11.47,3.88,2.21,0
20050219:1611,17.31,3.71,3.13,2.28,0
20050219:1711,0,0,1.81,2.34,0
20050219:1811,0,0,0.76,2.48,0
20050219:1911,0,0,1.12,2.62,0
20050219:2011,0,0,0.7,2.62,0
20050219:2111,0,0,0.14,2.55,0
20050219:2211,0,0,-0.28,2.48,0
20050219:2311,0,0,-0.33,2.34,0
20050220:0011,0,0,-0.3,2.21,0
20050220:0111,0,0,-0.94,2.14,0
20050220:0211,0,0,-0.59,1.86,0
20050220:0311,0,0,-0.71,1.66,0
20050220:0411,0,0,-0.58,1.38,0
20050220:0511,0,0,-0.41,1.03,0
20050220:0611,0,0,-0.65,0.97,0
20050220:0711,0,0,-0.04,1.72,0
20050220:0811,16.39,12.29,0.37,1.38,0
20050220:0911,58.29,18.71,0.84,0.83,0
20050220:1011,36.43,23.38,1.64,0.55,0
20050220:1111,69.22,25.8,1.77,0.41,0
20050220:1211,43.72,25.71,2.48,0.69,0
20050220:1311,145.21,23.11,2.86,1.03,0
20050220:1411,107.48,18.31,3.03,1.24,0
20050220:1511,148.67,11.78,2.99,1.38,0
20050220:1611,16.39,4,2.17,1.31,0
20050220:1711,0,0,1.28,1.72,0
20050220:1811,0,0,0.16,1.93,0
20050220:1911,0,0,-0.71,1.86,0
20050220:2011,0,0,-1.35,1.93,0
20050220:2111,0,0,-1.31,1.86,0
20050220:2211,0,0,-1.52,1.79,0
20050220:2311,0,0,-1.64,1.72,0
20050221:0011,0,0,-1.92,1.79,0
20050221:0111,0,0,-2.19,1.93,0
20050221:0211,0,0,-2.22,2,0
20050221:0311,0,0,-2.31,2.07,0
20050221:0411,0,0,-2.53,2.14,0
20050221:0511,0,0,-2.77,2.28,0
20050221:0611,0,0,-2.94,2.41,0
20050221:0711,0,0,-2.59,2.21,0
20050221:0811,113.28,12.61,-1.44,2.14,0
20050221:0911,490.25,19.06,0.4,3.66,0
20050221:1011,207.43,23.73,2.11,4.07,0
20050221:1111,502.45,26.17,2.94,4,0
20050221:1211,128.43,26.07,3.17,3.72,0
20050221:1311,204.78,23.46,3.44,4.34,0
20050221:1411,245.44,18.63,3.48,4.41,0
20050221:1511,66.49,12.08,3.17,4.34,0
